Data_Field,Champ_de_la_donnée,Data_Value,Valeur_de_la_donnée,Value_Description,Description_de_la_valeur
Species Common Name ,Nom commun de l’espèce,Unknown,Inconnue,Unknown,Unknown
Species Common Name ,Nom commun de l’espèce,Unknown bat,Chauve inconnue,Vespertilionidae,Vespertilionidae
Species Common Name ,Nom commun de l’espèce,Unknown bear,Ours inconnu,Ursus,Ursus
Species Common Name ,Nom commun de l’espèce,Unknown bird,Oiseau inconnu,Aves,Aves
Species Common Name ,Nom commun de l’espèce,Unknown Bison,Bison inconnu,Bison,Bison
Species Common Name ,Nom commun de l’espèce,Unknown canid,Canid inconnu,Canidae,Canidae
Species Common Name ,Nom commun de l’espèce,Unknown deer,Cerf inconnu,Odocoileus,Odocoileus
Species Common Name ,Nom commun de l’espèce,Unknown Duck,Canard inconnu,Anatidae,Anatidae
Species Common Name ,Nom commun de l’espèce,Unknown felid,Félin inconnu,Felidae,Felidae
Species Common Name ,Nom commun de l’espèce,Unknown fish,Poisson inconnu,Actinopterygii,Actinopterygii
Species Common Name ,Nom commun de l’espèce,Unknown Frog or Toad,Grenouille ou crapaud inconnu,Anura,Anura
Species Common Name ,Nom commun de l’espèce,Unknown grouse,Grouse inconnue,Phasianidae,Phasianidae
Species Common Name ,Nom commun de l’espèce,Unknown gull,Mouette inconnue,Charadriiformes,Charadriiformes
Species Common Name ,Nom commun de l’espèce,Unknown hawk,Faucon inconnu,Accipitriformes,Accipitriformes
Species Common Name ,Nom commun de l’espèce,Unknown Mollusk,Mollusque inconnu,Mollusca,Mollusca
Species Common Name ,Nom commun de l’espèce,Unknown Mouse,Souris inconnue,Cricetidae,Cricetidae
Species Common Name ,Nom commun de l’espèce,Unknown mustelid,Mustelid inconnu,Mustelidae,Mustelidae
Species Common Name ,Nom commun de l’espèce,Unknown Myotis bat,Chauve Myotis inconnue,Myotis,Myotis
Species Common Name ,Nom commun de l’espèce,Unknown Octopus,Poulpe inconnu,Octopodidae,Octopodidae
Species Common Name ,Nom commun de l’espèce,Unknown owl,Hibou inconnu,Strigiformes,Strigiformes
Species Common Name ,Nom commun de l’espèce,Unknown raptor,Rapace inconnu,NA,NA
Species Common Name ,Nom commun de l’espèce,Unknown rodent,Rongeur inconnu,Rodentia,Rodentia
Species Common Name ,Nom commun de l’espèce,Unknown sea lion,Otarie inconnu,Otariidae,Otariidae
Species Common Name ,Nom commun de l’espèce,Unknown seal,Phoque inconnu,Phocidae,Phocidae
Species Common Name ,Nom commun de l’espèce,Unknown Shark,Requin inconnu,Selachii,Selachii
Species Common Name ,Nom commun de l’espèce,Unknown shrew,Musaraigne inconnue,Soricidae,Soricidae
Species Common Name ,Nom commun de l’espèce,Unknown snake,Serpent inconnu,Serpentes,Serpentes
Species Common Name ,Nom commun de l’espèce,Unknown sucker,Meunier inconnu,Catostomus,Catostomus
Species Common Name ,Nom commun de l’espèce,Unknown ungulate,Ungulate inconnu,Artiodactyla,Artiodactyla
Species Common Name ,Nom commun de l’espèce,Unknown whale,Baleine inconnue,Cetacea,Cetacea
Species Common Name ,Nom commun de l’espèce,Varied Thrush,Grive à collier,Ixoreus naevius,Ixoreus naevius
Species Common Name ,Nom commun de l’espèce,Violet-green Swallow,Hirondelle à face blanche,Tachycineta thalassina,Tachycineta thalassina
Species Common Name ,Nom commun de l’espèce,Wasp,Guêpes,Vespidae spp,Vespidae spp
Species Common Name ,Nom commun de l’espèce,Water Snake,Couleuvre d'eau,Nerodia sipedon,Nerodia sipedon
Species Common Name ,Nom commun de l’espèce,Weevil,Charançon,Curculionidae.,Curculionidae.
Species Common Name ,Nom commun de l’espèce,Western Black-legged Tick,Tique à pattes noires de l'Ouest,Ixodes pacificus ,Ixodes pacificus 
Species Common Name ,Nom commun de l’espèce,Western Chorus Frog,Rainette faux-grillon de l'ouest,Pseudacris triseriata,Pseudacris triseriata
Species Common Name ,Nom commun de l’espèce,Western Grebe,Grèbe élégant,Aechmophorus occidentalis,Aechmophorus occidentalis
Species Common Name ,Nom commun de l’espèce,Western Hognose Snake,Couleuvre à nez retroussé,Heterodon nasicus,Heterodon nasicus
Species Common Name ,Nom commun de l’espèce,Western Meadowlark,Sturnelle de l'Ouest,Sturnella neglecta,Sturnella neglecta
Species Common Name ,Nom commun de l’espèce,Western Painted Turtle,Tortue peinte de l'Ouest,Chrysemys picta bellii,Chrysemys picta bellii
Species Common Name ,Nom commun de l’espèce,Western Screech-Owl,Petit-duc des montagnes,Megascops kennicottii,Megascops kennicottii
Species Common Name ,Nom commun de l’espèce,Western Tanager,Piranga à tête rouge,Piranga ludoviciana,Piranga ludoviciana
Species Common Name ,Nom commun de l’espèce,Western Toad,Crapaud de l'ouest,Anaxyrus boreas,Anaxyrus boreas
Species Common Name ,Nom commun de l’espèce,White Pelican,Pélican blanc,Pelecanus erythrorhynchos,Pelecanus erythrorhynchos
Species Common Name ,Nom commun de l’espèce,White-crowned Sparrow,Bruant à couronne blanche,Zonotrichia leucophrys,Zonotrichia leucophrys
Species Common Name ,Nom commun de l’espèce,White-tailed Deer,Cerf de Virginie,Odocoileus virginianus,Odocoileus virginianus
Species Common Name ,Nom commun de l’espèce,White-tailed Ptarmigan,Lagopède à queue blanche,Lagopus leucura,Lagopus leucura
Species Common Name ,Nom commun de l’espèce,White-winged Crossbill,Bec-croisé bifascié,Loxia leucoptera,Loxia leucoptera
Species Common Name ,Nom commun de l’espèce,Whooping Crane, Grue blanche,Grus americana,Grus americana
Species Common Name ,Nom commun de l’espèce,Wild Boar,Sanglier,Sus scrofa,Sus scrofa
Species Common Name ,Nom commun de l’espèce,Wild Horse,Cheval sauvage,Equus caballus ferus,Equus caballus ferus
Species Common Name ,Nom commun de l’espèce,Wild Turkey,Dindon sauvage,Melleagris gallopavo,Melleagris gallopavo
Species Common Name ,Nom commun de l’espèce,Willow Ptarmigan,Lagopède des saules,Lagopus lagopus,Lagopus lagopus
Species Common Name ,Nom commun de l’espèce,Wilson's Snipe,Bécassine de Wilson,Gallinago delicata,Gallinago delicata
Species Common Name ,Nom commun de l’espèce,Winter Wren,Troglodyte des forêts,Troglodytes hiemalis,Troglodytes hiemalis
Species Common Name ,Nom commun de l’espèce,Wolf,Loup,Canis lupus,Canis lupus
Species Common Name ,Nom commun de l’espèce,Wolverine,Carcajou,Gulo gulo,Gulo gulo
Species Common Name ,Nom commun de l’espèce,Wood Bison,Bison des bois,Bison bison athabascae,Bison bison athabascae
Species Common Name ,Nom commun de l’espèce,Wood Duck,Canard branchu,Aix sponsa,Aix sponsa
Species Common Name ,Nom commun de l’espèce,Wood Frog,Grenouille des bois,Lithobates sylvaticus,Lithobates sylvaticus
Species Common Name ,Nom commun de l’espèce,Wood Turtle,Tortue des bois,Glyptemys insculpta,Glyptemys insculpta
Species Common Name ,Nom commun de l’espèce,Woodchuck,Marmotte d'Amérique,Marmota monax,Marmota monax
Species Common Name ,Nom commun de l’espèce,Woodrat,Rat à queue touffue,Neotoma cinerea,Neotoma cinerea
Species Common Name ,Nom commun de l’espèce,Yellow Warbler,Paruline jaune,Setophaga petechia,Setophaga petechia
Species Common Name ,Nom commun de l’espèce,Yellow-bellied Marmot,Marmotte à ventre jaune,Marmota flaviventris,Marmota flaviventris
Species Common Name ,Nom commun de l’espèce,Yellow-bellied Racer,Couleuvre agile à ventre jaune,Coluber constrictor flaviventris,Coluber constrictor flaviventris
Species Common Name ,Nom commun de l’espèce,Yellow-bellied Sapsucker,Pic maculé,Sphyrapicus varius,Sphyrapicus varius
Species Common Name ,Nom commun de l’espèce,Yellow-pine Chipmunk,Tamia amène,Neotamias amoenus,Neotamias amoenus
Species Common Name ,Nom commun de l’espèce,Yellow-throated Warbler,Paruline à gorge jaune,Setophaga dominica,Setophaga dominica
